-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,7,7,7,7,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,7,7,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,3,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,3,3,7,3,2,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,3,7,7,3,4,2,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,3,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,7,7,7,3,5,2,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,6,2,1,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,3,3,3,3,7,7,7,7,7,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,3,7,7,7,7,7,7,7,7,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,1,1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,3,7,7,7,7,7,7,7,7,7,7,2,4,2,4,4,2,3,2,4,2,4,4,4,4,4,4,4,4,2,1,3,3,6,6,6,6,6,2,6,6,6,6,6,6,6,6,2,2,2,1,1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,7,7,7,3,5,4,4,4,4,4,4,4,4,2,1,3,3,2,6,2,2,2,6,6,6,6,2,2,2,2,6,2,2,2,3,1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,3,3,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,7,3,2,4,4,4,4,4,4,4,4,3,1,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,3,3,6,2,2,1,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,4,2,4,4,4,4,4,2,1,3,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,6,3,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,3,3,3,7,7,3,4,2,2,4,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,6,3,2,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,7,7,3,7,7,7,7,7,7,3,7,7,7,7,7,7,3,3,3,3,3,2,1,1,3,2,2,6,6,6,6,6,6,6,6,6,6,2,3,6,3,3,3,6,6,3,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,3,2,2,2,3,6,6,6,6,2,6,6,6,6,2,2,2,6,3,3,2,6,2,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,7,7,3,7,7,7,7,7,7,3,3,3,7,7,7,7,3,3,3,7,7,7,1,1,2,2,6,6,6,3,6,6,6,2,6,6,2,6,2,2,3,6,6,6,2,6,6,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,7,3,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,3,1,3,2,2,6,6,6,6,2,6,6,6,2,2,6,6,2,2,3,6,2,3,2,6,6,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,7,7,7,7,3,7,7,7,7,7,7,3,7,7,7,7,3,3,3,2,2,2,6,6,6,2,6,6,6,6,6,6,6,2,3,6,6,2,2,2,6,6,2,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,7,7,7,3,7,3,3,7,7,3,3,1,0,1,3,1,3,6,6,2,6,2,2,2,2,2,6,6,2,2,2,2,6,6,6,6,2,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,7,7,7,7,3,3,0,0,0,0,0,0,0,3,6,3,2,4,4,4,4,4,2,2,2,6,6,6,2,6,6,6,3,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,7,7,3,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,0,1,2,2,2,2,6,6,2,6,2,6,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,3,1,2,2,2,6,2,2,6,6,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,0,0,1,2,1,0,1,0,0,1,1,3,2,2,3,3,3,0,0,2,2,6,6,6,6,3,1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,0,1,2,5,3,2,3,0,0,1,2,2,4,4,2,2,3,0,3,2,3,6,6,2,1,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,3,2,5,5,2,5,1,0,0,3,2,4,4,4,4,2,2,0,3,2,6,2,3,3,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,3,3,5,5,5,5,5,2,0,0,1,3,4,2,2,4,2,2,0,1,2,3,2,6,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,2,4,2,3,5,5,5,5,5,1,0,0,0,2,2,4,4,2,3,3,1,2,2,2,6,2,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,4,2,1,0,0,3,5,5,5,5,2,0,0,0,1,2,2,2,3,1,1,0,2,3,1,3,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,2,2,0,0,0,3,3,3,5,5,5,5,3,0,0,0,0,0,0,1,3,1,1,3,3,3,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,2,4,3,0,0,3,3,3,3,3,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,2,4,1,0,3,3,3,3,3,3,3,5,5,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,2,4,3,0,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,2,2,2,1,1,1,1,0,0,1,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,0,2,4,2,0,3,3,1,1,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,0,0,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,2,4,3,3,3,0,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,2,1,0,0,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,0,0,0,2,2,2,3,3,1,0,2,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,1,0,0,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,3,0,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,3,3,3,3,3,3,3,0,3,3,1,1,1,1,0,0,1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,1,3,0,0,0,1,0,2,4,2,1,2,3,2,3,0,3,3,3,3,3,3,0,1,4,3,3,1,1,3,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,3,0,1,2,2,2,4,3,1,2,2,1,2,3,0,3,3,3,3,3,3,0,0,4,2,0,3,-1,3,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,3,3,3,3,2,4,2,3,1,1,2,5,3,3,4,3,0,3,3,1,0,3,0,0,2,4,2,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,3,3,3,1,1,2,2,5,5,3,3,2,0,0,1,3,3,3,1,0,0,2,4,0,0,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,3,3,5,5,5,5,5,1,2,2,0,0,0,3,2,1,0,2,2,4,2,0,0,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,3,5,5,5,5,1,2,2,1,0,0,1,4,4,4,4,4,2,0,0,0,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,3,2,5,5,1,2,4,3,0,0,0,1,2,4,2,2,0,0,0,0,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,7,7,3,3,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,7,7,7,3,3,3,2,3,0,1,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,7,7,7,7,7,7,3,3,3,3,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,3,3,7,3,7,3,3,3,3,3,1,1,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,3,3,3,3,3,7,3,3,3,1,3,3,1,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,3,-1,-1,3,-1,-1,3,1,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9647059,0.9333333,0.8
0.7591454,0.6419277,0.4370694
0.645,0.343505,0.2392402
0.4110577,0.3525845,0.2063546
0.7960784,0.03137255,0.07450981
0.9607843,0.509804,0.08627451
0.9764706,0.7333333,0.7137255
0.3921569,0.7529412,0.3843137
