-1,-1,-1,-1,-1,-1,8,8,3,2,2,2,3,4,2,2,2,2,2,3,4,5,5,5,5,5,5,5,8,10,8,11,11,11,11,10,10,10,10,10,10,10,8,8,8,8,11,10,11,11,11,11,11,11,10,10,10,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,8,8,3,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,5,5,8,11,8,8,11,11,11,11,11,10,10,10,10,10,8,8,7,8,10,10,11,11,11,11,11,11,10,10,10,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,5,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,8,11,8,8,11,11,11,11,11,11,10,10,10,10,8,8,8,8,8,11,11,11,11,11,11,11,10,10,10,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,6,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,8,10,11,8,8,11,11,11,11,11,11,10,10,10,8,8,8,10,8,11,11,8,8,11,11,11,11,10,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,7,3,2,2,2,2,2,2,2,2,2,2,2,4,5,8,8,11,8,8,11,11,11,11,11,11,11,10,10,10,8,8,8,10,11,8,8,8,11,11,11,10,10,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,4,2,2,2,2,2,2,2,2,2,2,2,4,5,8,11,10,8,11,11,11,11,11,11,11,11,10,10,8,8,8,11,8,8,8,8,11,11,11,11,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,8,8,8,8,8,8,8,8,-1,-1,8,8,4,2,2,2,2,2,2,2,2,2,2,2,4,8,8,11,8,8,11,11,11,11,11,11,11,11,11,10,8,8,8,8,8,8,8,11,11,11,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,8,5,6,8,8,8,8,8,8,5,4,2,2,2,2,2,2,2,2,2,4,5,8,11,10,8,11,11,11,11,11,11,11,11,8,8,8,8,8,10,11,8,8,11,11,11,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,5,5,5,7,8,8,8,5,4,2,2,2,2,2,2,2,2,4,5,8,8,11,8,8,11,11,11,11,11,11,10,8,10,8,8,8,11,10,8,8,10,11,10,8,-1,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,5,5,5,5,6,7,5,5,4,2,2,2,2,2,2,2,4,5,5,8,10,11,8,8,11,11,11,11,11,10,10,11,8,8,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,4,5,8,8,11,10,8,11,11,11,11,11,10,8,8,8,11,11,11,11,8,8,8,8,8,8,8,14,7,9,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,4,5,5,5,5,5,5,5,3,2,2,2,2,2,2,4,8,8,8,11,8,8,11,11,11,11,11,8,8,10,11,11,11,10,8,8,15,15,8,8,14,14,13,14,14,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,3,4,5,5,5,5,5,5,3,2,2,2,2,2,2,4,8,8,10,10,8,8,11,10,8,8,8,8,11,11,11,11,8,8,8,15,12,8,14,14,14,13,14,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,3,4,5,5,5,5,5,3,2,2,2,2,2,2,8,8,8,11,8,8,8,8,8,8,8,11,11,11,11,11,10,8,8,12,8,8,14,14,14,13,14,13,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,4,5,5,5,5,5,3,2,4,8,3,2,2,8,8,10,8,8,8,8,8,8,11,11,11,11,11,11,11,8,8,9,8,12,14,14,14,8,6,6,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,2,4,5,5,5,5,2,7,8,2,2,2,8,8,8,8,8,11,10,8,8,11,11,11,11,11,11,8,8,8,8,8,14,14,14,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,2,3,4,5,5,5,8,8,3,2,2,2,8,8,10,11,11,8,8,8,11,11,11,11,11,10,8,8,8,8,13,14,14,8,8,16,7,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,2,2,4,5,6,8,8,8,2,2,2,2,8,11,11,10,8,8,11,11,11,11,11,11,10,10,8,8,8,14,14,8,8,8,8,5,6,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,2,2,2,2,2,8,6,7,8,2,2,2,2,8,11,11,10,8,11,11,11,11,11,11,10,10,8,8,8,14,14,14,8,8,16,8,8,4,2,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,2,8,6,6,8,2,2,2,2,8,8,11,8,8,11,11,11,11,11,10,10,8,8,8,8,14,14,14,8,8,4,2,8,8,4,0,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,8,5,5,8,5,2,2,2,5,8,11,8,11,11,11,11,11,10,10,8,8,8,8,14,14,14,13,6,8,8,6,2,8,8,8,0,0,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,3,2,2,8,4,4,8,8,4,2,2,4,8,8,8,11,11,11,11,10,10,8,8,8,11,8,8,9,13,14,14,14,8,8,6,2,4,8,8,0,0,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,4,5,6,6,6,6,6,6,6,6,6,5,4,3,8,4,4,5,8,7,4,2,4,7,8,10,11,11,11,11,10,10,8,8,11,11,11,8,8,7,14,14,14,6,8,8,6,2,4,8,8,0,0,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,3,4,4,5,5,5,5,5,5,5,5,5,8,6,2,5,8,8,6,4,5,7,8,11,11,11,11,10,10,8,8,8,8,11,11,10,8,8,12,14,14,6,8,8,8,6,2,4,8,8,0,0,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,2,2,2,2,4,4,4,5,5,5,5,5,8,6,2,4,5,8,8,5,5,6,8,11,11,11,10,10,8,8,8,8,8,8,11,8,6,8,8,14,13,8,8,8,7,8,5,2,3,8,8,0,0,0,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,5,3,2,2,2,2,3,4,4,5,8,8,2,2,4,5,8,8,5,5,8,8,11,11,10,8,8,8,8,8,8,8,8,8,5,5,8,14,7,8,8,5,5,8,8,3,2,2,8,8,1,0,0,2,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,2,2,2,3,5,8,3,2,2,4,8,8,7,4,8,8,10,10,8,8,8,8,8,8,8,8,8,7,6,4,8,7,8,8,8,5,5,8,-1,8,2,2,2,8,8,4,4,5,5,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,4,2,2,2,8,8,2,2,3,5,8,8,6,7,8,8,8,8,7,7,8,8,8,8,8,8,7,6,3,8,8,8,7,8,5,5,8,-1,-1,7,2,2,2,8,8,6,5,5,16,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,2,2,4,8,8,2,2,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,2,4,2,5,6,8,5,5,8,8,-1,-1,7,2,2,2,8,8,5,5,16,16,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,7,8,8,2,2,5,5,8,8,8,8,8,8,8,8,12,15,15,12,7,8,8,8,2,2,2,4,5,8,8,5,8,8,-1,-1,8,8,2,2,2,8,8,5,5,16,16,16,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,7,8,2,2,4,5,7,8,8,8,8,8,12,9,15,15,15,15,15,15,8,8,6,2,2,4,5,7,8,5,8,8,-1,-1,-1,8,8,2,2,2,8,8,5,16,16,16,16,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,8,8,2,3,5,5,8,8,8,15,9,8,10,9,15,15,15,15,15,15,8,8,2,2,3,5,7,8,5,8,8,-1,-1,-1,-1,8,8,2,2,2,8,8,5,16,16,16,16,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,4,8,3,2,5,8,8,15,15,15,8,10,11,8,12,15,15,15,15,15,15,8,4,2,2,5,7,8,5,5,8,-1,-1,-1,-1,-1,8,2,2,2,8,8,7,4,5,4,4,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,6,2,8,4,8,8,8,15,15,15,15,8,8,8,8,15,15,15,15,15,15,15,8,8,2,2,5,6,8,5,5,8,-1,-1,-1,-1,-1,8,8,2,2,2,8,8,7,2,2,2,2,8,8,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,8,8,8,8,15,15,15,15,15,12,12,12,15,15,15,15,15,15,15,15,15,8,3,2,4,6,8,5,5,8,-1,-1,-1,-1,-1,-1,8,8,2,2,2,8,8,5,2,2,2,2,8,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,8,8,12,15,12,12,12,15,15,15,15,15,15,12,9,7,9,9,12,15,8,6,2,4,6,8,5,5,8,-1,-1,-1,-1,-1,-1,-1,8,2,2,2,2,8,8,2,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,15,8,8,8,9,15,15,15,15,15,15,8,9,9,8,6,6,15,8,8,2,4,8,8,6,5,8,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,2,0,8,8,0,0,0,0,8,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,9,9,9,12,9,1,15,15,15,7,9,12,9,9,9,9,13,0,14,8,8,2,5,8,8,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,0,8,8,0,0,0,0,1,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,8,16,8,15,7,8,8,9,6,14,15,7,8,9,9,9,8,8,9,7,0,0,7,8,8,5,8,8,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,1,8,1,0,0,0,0,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,-1,8,16,8,12,9,8,8,9,7,14,9,8,8,12,9,6,6,8,9,9,0,13,8,8,8,6,8,8,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,0,8,8,0,0,0,0,0,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,16,8,10,7,4,7,8,7,9,8,8,8,12,9,7,7,7,12,6,1,8,8,8,8,7,7,8,7,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,0,8,8,0,0,0,0,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16,8,8,4,5,8,9,8,4,7,8,8,8,8,16,8,8,12,8,8,8,8,8,8,8,8,16,8,8,16,7,7,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,13,8,0,0,0,0,0,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16,8,8,2,4,8,9,9,8,8,8,9,8,8,16,7,8,12,8,8,8,8,8,8,8,7,4,7,8,5,16,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,8,8,0,0,0,0,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,16,8,7,2,3,8,8,8,8,8,9,8,8,4,5,7,8,9,8,8,8,10,8,8,8,5,4,16,16,4,16,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,1,8,1,0,0,0,8,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,4,8,7,2,2,4,8,8,8,8,8,8,2,4,4,16,8,8,8,6,8,8,8,16,7,4,3,16,5,2,5,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,8,8,0,0,0,0,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,6,7,2,2,2,8,8,2,8,8,8,2,4,2,5,8,8,3,5,8,8,2,16,5,2,4,16,4,2,5,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,0,8,1,0,0,0,8,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,5,7,2,2,2,8,7,2,2,8,6,2,2,2,4,8,8,2,4,16,3,2,5,4,2,4,4,2,2,5,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,6,8,0,0,0,0,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,2,2,2,2,3,4,2,2,7,5,2,2,2,2,16,5,2,2,3,2,2,4,2,2,2,2,2,2,5,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,1,8,8,0,0,0,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,0,7,8,0,0,0,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,13,8,8,2,2,8,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,0,0,1,7,8,2,2,8,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,2,2,7,8,2,2,8,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,2,2,5,8,8,2,2,8
